FID,yr,mo,dy,date,time,tz,st,stf,mag,inj,fat,loss,closs,slon,slat,elon,elat,len,wid,kind,stroke
63,1990,6,1,6/1/1990,16:20:00,3,TX,48,4,21,2,7,0,-102.35,31.08,-101.95,30.85,22,1233,Tornado,#FF0000
64,1990,6,1,6/1/1990,16:20:00,3,TX,48,4,21,2,7,0,-102.35,31.08,-101.95,30.85,22,1233,Tornado,#FF0000
65,1990,6,1,6/1/1990,16:20:00,3,TX,48,4,21,2,7,0,-102.35,31.08,-101.95,30.85,22,1233,Tornado,#FF0000
66,1990,6,1,6/1/1990,16:20:00,3,TX,48,4,21,2,7,0,-102.35,31.08,-101.95,30.85,22,1233,Tornado,#FF0000
67,1990,6,1,6/1/1990,16:20:00,3,TX,48,4,21,2,7,0,-102.35,31.08,-101.95,30.85,22,1233,Tornado,#FF0000
68,1990,6,1,6/1/1990,16:20:00,3,TX,48,4,21,2,7,0,-102.35,31.08,-101.95,30.85,22,1233,Tornado,#FF0000
69,1990,6,1,6/1/1990,16:20:00,3,TX,48,4,21,2,7,0,-102.35,31.08,-101.95,30.85,22,1233,Tornado,#FF0000
70,1990,6,1,6/1/1990,16:20:00,3,TX,48,4,21,2,7,0,-102.35,31.08,-101.95,30.85,22,1233,Tornado,#FF0000
71,1990,6,1,6/1/1990,16:20:00,3,TX,48,4,21,2,7,0,-102.35,31.08,-101.95,30.85,22,1233,Tornado,#FF0000
72,1990,6,1,6/1/1990,16:20:00,3,TX,48,4,21,2,7,0,-102.35,31.08,-101.95,30.85,22,1233,Tornado,#FF0000
73,1990,6,1,6/1/1990,16:20:00,3,TX,48,4,21,2,7,0,-102.35,31.08,-101.95,30.85,22,1233,Tornado,#FF0000
74,1990,6,1,6/1/1990,16:20:00,3,TX,48,4,21,2,7,0,-102.35,31.08,-101.95,30.85,22,1233,Tornado,#FF0000
75,1990,6,1,6/1/1990,16:20:00,3,TX,48,4,21,2,7,0,-102.35,31.08,-101.95,30.85,22,1233,Tornado,#FF0000
76,1991,1,14,1/14/1991,18:14:00,3,TX,48,2,0,0,5,0,-97.2,29.98,-97.13,30.03,5,60,Tornado,#008000
77,1991,1,14,1/14/1991,18:14:00,3,TX,48,2,0,0,5,0,-97.2,29.98,-97.13,30.03,5,60,Tornado,#008000
78,1991,2,18,2/18/1991,13:30:00,3,TX,48,2,0,0,5,0,-94.08,32.37,-94.07,32.43,4,300,Tornado,#008000
79,1991,2,19,2/19/1991,2:45:00,3,TX,48,3,0,0,6,0,-94.25,31.5,-94.15,31.55,5,300,Tornado,#FFAA00
80,1991,2,19,2/19/1991,2:45:00,3,TX,48,3,0,0,6,0,-94.25,31.5,-94.15,31.55,5,300,Tornado,#FFAA00
81,1991,2,19,2/19/1991,2:45:00,3,TX,48,3,0,0,6,0,-94.25,31.5,-94.15,31.55,5,300,Tornado,#FFAA00
82,1991,2,19,2/19/1991,2:55:00,3,TX,48,2,0,0,5,0,-94.15,31.53,-94.05,31.58,5,200,Tornado,#008000
83,1991,2,19,2/19/1991,2:55:00,3,TX,48,2,0,0,5,0,-94.15,31.53,-94.05,31.58,5,200,Tornado,#008000
84,1991,2,19,2/19/1991,2:55:00,3,TX,48,2,0,0,5,0,-94.15,31.53,-94.05,31.58,5,200,Tornado,#008000
85,1991,4,12,4/12/1991,16:40:00,3,TX,48,2,0,0,5,0,-97.75,32.28,-97.7,32.28,2,100,Tornado,#008000
86,1991,4,12,4/12/1991,16:55:00,3,TX,48,2,0,0,0,0,-97.75,32.25,-97.67,32.23,3,150,Tornado,#008000
87,1991,4,12,4/12/1991,16:55:00,3,TX,48,2,0,0,0,0,-97.75,32.25,-97.67,32.23,3,150,Tornado,#008000
88,1991,4,13,4/13/1991,12:10:00,3,TX,48,2,0,0,5,0,-95.22,33.63,-95.08,33.72,12,100,Tornado,#008000
89,1991,4,13,4/13/1991,12:10:00,3,TX,48,2,0,0,5,0,-95.22,33.63,-95.08,33.72,12,100,Tornado,#008000
90,1991,4,13,4/13/1991,12:10:00,3,TX,48,2,0,0,5,0,-95.22,33.63,-95.08,33.72,12,100,Tornado,#008000
91,1991,4,13,4/13/1991,12:10:00,3,TX,48,2,0,0,5,0,-95.22,33.63,-95.08,33.72,12,100,Tornado,#008000
92,1991,4,24,4/24/1991,14:20:00,3,TX,48,2,0,0,4,0,-100.75,33.3,-100.58,33.3,12.1,350,Tornado,#008000
93,1991,4,24,4/24/1991,14:20:00,3,TX,48,2,0,0,4,0,-100.75,33.3,-100.58,33.3,12.1,350,Tornado,#008000
94,1991,4,24,4/24/1991,14:20:00,3,TX,48,2,0,0,4,0,-100.75,33.3,-100.58,33.3,12.1,350,Tornado,#008000
95,1991,4,24,4/24/1991,14:20:00,3,TX,48,2,0,0,4,0,-100.75,33.3,-100.58,33.3,12.1,350,Tornado,#008000
96,1991,4,24,4/24/1991,14:20:00,3,TX,48,2,0,0,4,0,-100.75,33.3,-100.58,33.3,12.1,350,Tornado,#008000
97,1991,4,24,4/24/1991,15:50:00,3,TX,48,3,1,0,5,0,-99.77,33.15,-99.7,33.2,3.5,200,Tornado,#FFAA00
98,1991,4,24,4/24/1991,15:50:00,3,TX,48,3,1,0,5,0,-99.77,33.15,-99.7,33.2,3.5,200,Tornado,#FFAA00
99,1991,4,26,4/26/1991,18:11:00,3,TX,48,3,1,0,5,0,-95.3,32.05,-95.25,32.08,3,200,Tornado,#FFAA00
100,1991,4,26,4/26/1991,18:40:00,3,TX,48,2,0,0,4,0,-95.02,32.18,-94.95,32.18,3,100,Tornado,#008000
101,1991,4,26,4/26/1991,18:40:00,3,TX,48,2,0,0,4,0,-95.02,32.18,-94.95,32.18,3,100,Tornado,#008000
102,1991,4,27,4/27/1991,14:50:00,3,TX,48,1,0,0,3,0,-94.38,33.07,-94.3,33.08,3,220,Tornado,#0000FF
103,1991,4,27,4/27/1991,14:50:00,3,TX,48,1,0,0,3,0,-94.38,33.07,-94.3,33.08,3,220,Tornado,#0000FF
104,1991,5,4,5/4/1991,18:18:00,3,TX,48,1,0,0,5,0,-97.15,29.32,-97.07,29.33,5,30,Tornado,#0000FF
105,1991,5,4,5/4/1991,18:18:00,3,TX,48,1,0,0,5,0,-97.15,29.32,-97.07,29.33,5,30,Tornado,#0000FF
106,1991,5,7,5/7/1991,16:04:00,3,TX,48,0,0,0,1,0,-102.07,33.68,-101.98,33.73,3.5,80,Tornado,#888888
107,1991,5,7,5/7/1991,16:04:00,3,TX,48,0,0,0,1,0,-102.07,33.68,-101.98,33.73,3.5,80,Tornado,#888888
108,1991,5,7,5/7/1991,16:04:00,3,TX,48,0,0,0,1,0,-102.07,33.68,-101.98,33.73,3.5,80,Tornado,#888888
109,1991,5,7,5/7/1991,16:08:00,3,TX,48,0,0,0,0,0,-102.03,33.8,-102,33.83,2.6,60,Tornado,#888888
110,1991,5,7,5/7/1991,18:25:00,3,TX,48,2,0,0,5,0,-101.85,32.47,-101.77,32.5,3.5,120,Tornado,#008000
111,1991,5,7,5/7/1991,18:25:00,3,TX,48,2,0,0,5,0,-101.85,32.47,-101.77,32.5,3.5,120,Tornado,#008000
112,1991,5,10,5/10/1991,18:22:00,3,TX,48,3,0,0,5,0,-102.57,33.83,-102.65,33.92,8.5,450,Tornado,#FFAA00
113,1991,5,10,5/10/1991,18:22:00,3,TX,48,3,0,0,5,0,-102.57,33.83,-102.65,33.92,8.5,450,Tornado,#FFAA00
114,1991,5,10,5/10/1991,18:22:00,3,TX,48,3,0,0,5,0,-102.57,33.83,-102.65,33.92,8.5,450,Tornado,#FFAA00
115,1991,5,10,5/10/1991,18:42:00,3,TX,48,2,1,0,5,0,-102.67,34.42,-102.62,34.45,3,100,Tornado,#008000
116,1991,5,10,5/10/1991,19:20:00,3,TX,48,1,0,0,3,0,-102.45,36.13,-102.42,36.25,7,160,Tornado,#0000FF
117,1991,5,10,5/10/1991,19:20:00,3,TX,48,1,0,0,3,0,-102.45,36.13,-102.42,36.25,7,160,Tornado,#0000FF
118,1991,5,10,5/10/1991,19:20:00,3,TX,48,1,0,0,3,0,-102.45,36.13,-102.42,36.25,7,160,Tornado,#0000FF
119,1991,5,11,5/11/1991,20:52:00,3,TX,48,1,2,0,5,0,-101.7,34.13,-101.7,34.2,3.5,80,Tornado,#0000FF
120,1991,5,11,5/11/1991,20:52:00,3,TX,48,1,2,0,5,0,-101.7,34.13,-101.7,34.2,3.5,80,Tornado,#0000FF
121,1991,5,15,5/15/1991,20:17:00,3,TX,48,3,0,0,5,0,-100.25,35.07,-100.02,35.23,15,450,Tornado,#FFAA00
122,1991,5,15,5/15/1991,20:17:00,3,TX,48,3,0,0,5,0,-100.25,35.07,-100.02,35.23,15,450,Tornado,#FFAA00
123,1991,5,15,5/15/1991,20:17:00,3,TX,48,3,0,0,5,0,-100.25,35.07,-100.02,35.23,15,450,Tornado,#FFAA00
124,1991,5,15,5/15/1991,20:17:00,3,TX,48,3,0,0,5,0,-100.25,35.07,-100.02,35.23,15,450,Tornado,#FFAA00
125,1991,5,15,5/15/1991,20:17:00,3,TX,48,3,0,0,5,0,-100.25,35.07,-100.02,35.23,15,450,Tornado,#FFAA00
126,1991,5,15,5/15/1991,20:17:00,3,TX,48,3,0,0,5,0,-100.25,35.07,-100.02,35.23,15,450,Tornado,#FFAA00
127,1991,5,15,5/15/1991,20:17:00,3,TX,48,3,0,0,5,0,-100.25,35.07,-100.02,35.23,15,450,Tornado,#FFAA00
128,1991,5,15,5/15/1991,20:17:00,3,TX,48,3,0,0,5,0,-100.25,35.07,-100.02,35.23,15,450,Tornado,#FFAA00
129,1991,6,5,6/5/1991,14:55:00,3,TX,48,1,0,0,0,0,-102.03,34.53,-101.98,34.53,2,150,Tornado,#0000FF
130,1991,6,14,6/14/1991,20:20:00,3,TX,48,1,0,0,3,0,-100.68,32.55,-100.62,32.57,4.5,50,Tornado,#0000FF
131,1991,10,27,10/27/1991,17:06:00,3,TX,48,1,0,0,1,0,-102.13,32.72,-102.13,32.78,4,120,Tornado,#0000FF
132,1991,11,19,11/19/1991,11:20:00,3,TX,48,2,0,0,5,0,-95.35,32.43,-95.28,32.48,7,150,Tornado,#008000
133,1991,11,19,11/19/1991,11:20:00,3,TX,48,2,0,0,5,0,-95.35,32.43,-95.28,32.48,7,150,Tornado,#008000
134,1992,3,16,3/16/1992,15:58:00,3,TX,48,0,0,0,0,0,-101.58,33.63,-101.53,33.62,4,30,Tornado,#888888
135,1992,3,27,3/27/1992,18:35:00,3,TX,48,2,0,0,6,0,-103.03,34.4,-102.9,34.5,10,60,Tornado,#008000
136,1992,3,27,3/27/1992,18:35:00,3,TX,48,2,0,0,6,0,-103.03,34.4,-102.9,34.5,10,60,Tornado,#008000
137,1992,3,27,3/27/1992,18:35:00,3,TX,48,2,0,0,6,0,-103.03,34.4,-102.9,34.5,10,60,Tornado,#008000
138,1992,3,27,3/27/1992,18:35:00,3,TX,48,2,0,0,6,0,-103.03,34.4,-102.9,34.5,10,60,Tornado,#008000
139,1992,4,16,4/16/1992,17:01:00,3,TX,48,1,0,0,3,0,-101.32,35.67,-101.38,35.65,3,50,Tornado,#0000FF
140,1992,5,11,5/11/1992,19:50:00,3,TX,48,1,0,0,4,0,-96,32.78,-95.92,32.82,4,150,Tornado,#0000FF
141,1992,5,11,5/11/1992,19:50:00,3,TX,48,1,0,0,4,0,-96,32.78,-95.92,32.82,4,150,Tornado,#0000FF
142,1992,5,11,5/11/1992,20:00:00,3,TX,48,2,0,0,4,0,-95.78,33.05,-95.63,33.12,4,400,Tornado,#008000
143,1992,5,11,5/11/1992,20:00:00,3,TX,48,2,0,0,4,0,-95.78,33.05,-95.63,33.12,4,400,Tornado,#008000
144,1992,5,11,5/11/1992,20:00:00,3,TX,48,2,0,0,4,0,-95.78,33.05,-95.63,33.12,4,400,Tornado,#008000
145,1992,5,11,5/11/1992,20:00:00,3,TX,48,2,0,0,4,0,-95.78,33.05,-95.63,33.12,4,400,Tornado,#008000
146,1992,5,18,5/18/1992,12:20:00,3,TX,48,1,0,0,4,0,-97.53,27.9,-97.58,27.93,3,40,Tornado,#0000FF
147,1992,5,20,5/20/1992,12:04:00,3,TX,48,1,0,0,3,0,-102.18,34.15,-102.17,34.2,4.5,100,Tornado,#0000FF
148,1992,5,22,5/22/1992,14:06:00,3,TX,48,2,0,0,0,0,-103.8,31.73,-103.75,31.77,5,400,Tornado,#008000
149,1992,5,24,5/24/1992,6:32:00,3,TX,48,1,0,0,3,0,-102.45,31.15,-102.38,31.18,8,150,Tornado,#0000FF
150,1992,5,24,5/24/1992,6:32:00,3,TX,48,1,0,0,3,0,-102.45,31.15,-102.38,31.18,8,150,Tornado,#0000FF
151,1992,5,27,5/27/1992,18:10:00,3,TX,48,1,0,0,3,0,-102.12,33.93,-102.05,33.97,5,120,Tornado,#0000FF
152,1992,5,27,5/27/1992,18:10:00,3,TX,48,1,0,0,3,0,-102.12,33.93,-102.05,33.97,5,120,Tornado,#0000FF
153,1992,6,1,6/1/1992,13:04:00,3,TX,48,1,0,0,0,0,-102.52,30.25,-102.42,30.17,8,50,Tornado,#0000FF
154,1992,6,1,6/1/1992,13:04:00,3,TX,48,1,0,0,0,0,-102.52,30.25,-102.42,30.17,8,50,Tornado,#0000FF
155,1992,6,1,6/1/1992,13:04:00,3,TX,48,1,0,0,0,0,-102.52,30.25,-102.42,30.17,8,50,Tornado,#0000FF
156,1992,6,8,6/8/1992,21:37:00,3,TX,48,1,0,0,0,0,-102.37,31.13,-102.3,31.13,4,60,Tornado,#0000FF
157,1992,6,8,6/8/1992,21:37:00,3,TX,48,1,0,0,0,0,-102.37,31.13,-102.3,31.13,4,60,Tornado,#0000FF
158,1992,6,13,6/13/1992,18:00:00,3,TX,48,0,0,0,0,0,-102.2,33.3,-102.1,33.3,3.5,80,Tornado,#888888
159,1992,6,13,6/13/1992,18:00:00,3,TX,48,0,0,0,0,0,-102.2,33.3,-102.1,33.3,3.5,80,Tornado,#888888
160,1992,6,27,6/27/1992,17:37:00,3,TX,48,3,0,0,5,0,-101.95,35.7,-101.85,35.72,5,300,Tornado,#FFAA00
161,1992,6,27,6/27/1992,17:37:00,3,TX,48,3,0,0,5,0,-101.95,35.7,-101.85,35.72,5,300,Tornado,#FFAA00
162,1992,6,27,6/27/1992,17:37:00,3,TX,48,3,0,0,5,0,-101.95,35.7,-101.85,35.72,5,300,Tornado,#FFAA00
163,1992,6,27,6/27/1992,18:31:00,3,TX,48,4,7,0,7,0,-101.73,35.68,-101.48,35.53,20,1583,Tornado,#FF0000
164,1992,6,27,6/27/1992,18:31:00,3,TX,48,4,7,0,7,0,-101.73,35.68,-101.48,35.53,20,1583,Tornado,#FF0000
165,1992,6,27,6/27/1992,18:31:00,3,TX,48,4,7,0,7,0,-101.73,35.68,-101.48,35.53,20,1583,Tornado,#FF0000
166,1992,6,27,6/27/1992,18:31:00,3,TX,48,4,7,0,7,0,-101.73,35.68,-101.48,35.53,20,1583,Tornado,#FF0000
167,1992,6,27,6/27/1992,18:31:00,3,TX,48,4,7,0,7,0,-101.73,35.68,-101.48,35.53,20,1583,Tornado,#FF0000
168,1992,6,27,6/27/1992,18:31:00,3,TX,48,4,7,0,7,0,-101.73,35.68,-101.48,35.53,20,1583,Tornado,#FF0000
169,1992,6,27,6/27/1992,18:31:00,3,TX,48,4,7,0,7,0,-101.73,35.68,-101.48,35.53,20,1583,Tornado,#FF0000
170,1992,6,27,6/27/1992,18:31:00,3,TX,48,4,7,0,7,0,-101.73,35.68,-101.48,35.53,20,1583,Tornado,#FF0000
171,1992,6,27,6/27/1992,19:06:00,3,TX,48,2,0,0,6,0,-101.58,35.63,-101.52,35.6,4,150,Tornado,#008000
172,1992,11,21,11/21/1992,14:20:00,3,TX,48,2,11,0,7,0,-95.8,29.68,-95.6,29.97,25,200,Tornado,#008000
173,1992,11,21,11/21/1992,14:20:00,3,TX,48,2,11,0,7,0,-95.8,29.68,-95.6,29.97,25,200,Tornado,#008000
174,1992,11,21,11/21/1992,14:20:00,3,TX,48,2,11,0,7,0,-95.8,29.68,-95.6,29.97,25,200,Tornado,#008000
175,1992,11,21,11/21/1992,14:20:00,3,TX,48,2,11,0,7,0,-95.8,29.68,-95.6,29.97,25,200,Tornado,#008000
176,1992,11,21,11/21/1992,14:20:00,3,TX,48,2,11,0,7,0,-95.8,29.68,-95.6,29.97,25,200,Tornado,#008000
177,1992,11,21,11/21/1992,14:20:00,3,TX,48,2,11,0,7,0,-95.8,29.68,-95.6,29.97,25,200,Tornado,#008000
178,1992,11,21,11/21/1992,14:20:00,3,TX,48,2,11,0,7,0,-95.8,29.68,-95.6,29.97,25,200,Tornado,#008000
179,1992,11,21,11/21/1992,14:20:00,3,TX,48,2,11,0,7,0,-95.8,29.68,-95.6,29.97,25,200,Tornado,#008000
180,1992,11,21,11/21/1992,14:20:00,3,TX,48,2,11,0,7,0,-95.8,29.68,-95.6,29.97,25,200,Tornado,#008000
181,1992,11,21,11/21/1992,14:20:00,3,TX,48,2,11,0,7,0,-95.8,29.68,-95.6,29.97,25,200,Tornado,#008000
182,1992,11,21,11/21/1992,15:10:00,3,TX,48,1,0,0,5,0,-95.28,29.57,-95.28,29.62,2.5,200,Tornado,#0000FF
183,1992,11,21,11/21/1992,15:20:00,3,TX,48,3,1,0,7,0,-95.08,30.02,-94.78,30.45,32,300,Tornado,#FFAA00
184,1992,11,21,11/21/1992,15:20:00,3,TX,48,3,1,0,7,0,-95.08,30.02,-94.78,30.45,32,300,Tornado,#FFAA00
185,1992,11,21,11/21/1992,15:20:00,3,TX,48,3,1,0,7,0,-95.08,30.02,-94.78,30.45,32,300,Tornado,#FFAA00
186,1992,11,21,11/21/1992,15:20:00,3,TX,48,3,1,0,7,0,-95.08,30.02,-94.78,30.45,32,300,Tornado,#FFAA00
187,1992,11,21,11/21/1992,15:20:00,3,TX,48,3,1,0,7,0,-95.08,30.02,-94.78,30.45,32,300,Tornado,#FFAA00
188,1992,11,21,11/21/1992,15:20:00,3,TX,48,3,1,0,7,0,-95.08,30.02,-94.78,30.45,32,300,Tornado,#FFAA00
189,1992,11,21,11/21/1992,15:20:00,3,TX,48,3,1,0,7,0,-95.08,30.02,-94.78,30.45,32,300,Tornado,#FFAA00
190,1992,11,21,11/21/1992,15:20:00,3,TX,48,3,1,0,7,0,-95.08,30.02,-94.78,30.45,32,300,Tornado,#FFAA00
191,1992,11,21,11/21/1992,15:20:00,3,TX,48,3,1,0,7,0,-95.08,30.02,-94.78,30.45,32,300,Tornado,#FFAA00
192,1992,11,21,11/21/1992,15:20:00,3,TX,48,3,1,0,7,0,-95.08,30.02,-94.78,30.45,32,300,Tornado,#FFAA00
