FID,yr,mo,dy,date,time,tz,st,stf,mag,inj,fat,loss,closs,slon,slat,elon,elat,len,wid,kind,stroke
712,2007,4,13,4/13/2007,17:09:00,3,TX,48,1,0,1,2,0,-97.33,32.77,-97.25,32.83,6,125,Tornado,#0000FF
713,2007,4,13,4/13/2007,17:09:00,3,TX,48,1,0,1,2,0,-97.33,32.77,-97.25,32.83,6,125,Tornado,#0000FF
714,2007,4,17,4/17/2007,12:25:00,3,TX,48,0,0,0,0,0,-102.05,33.74,-102.03,33.77,2.5,70,Tornado,#888888
715,2007,4,17,4/17/2007,13:00:00,3,TX,48,0,0,0,0,0,-102.77,34.55,-102.73,34.53,2.75,50,Tornado,#888888
716,2007,4,21,4/21/2007,17:51:00,3,TX,48,1,0,0,0.012,0,-102.32,35.53,-102.28,35.84,17.13,880,Tornado,#0000FF
717,2007,4,21,4/21/2007,17:51:00,3,TX,48,1,0,0,0.012,0,-102.32,35.53,-102.28,35.84,17.13,880,Tornado,#0000FF
718,2007,4,21,4/21/2007,17:51:00,3,TX,48,1,0,0,0.012,0,-102.32,35.53,-102.28,35.84,17.13,880,Tornado,#0000FF
719,2007,4,21,4/21/2007,17:51:00,3,TX,48,1,0,0,0.012,0,-102.32,35.53,-102.28,35.84,17.13,880,Tornado,#0000FF
720,2007,4,21,4/21/2007,17:51:00,3,TX,48,1,0,0,0.012,0,-102.32,35.53,-102.28,35.84,17.13,880,Tornado,#0000FF
721,2007,4,21,4/21/2007,17:51:00,3,TX,48,1,0,0,0.012,0,-102.32,35.53,-102.28,35.84,17.13,880,Tornado,#0000FF
722,2007,4,21,4/21/2007,17:51:00,3,TX,48,1,0,0,0.012,0,-102.32,35.53,-102.28,35.84,17.13,880,Tornado,#0000FF
723,2007,4,21,4/21/2007,17:51:00,3,TX,48,1,0,0,0.012,0,-102.32,35.53,-102.28,35.84,17.13,880,Tornado,#0000FF
724,2007,4,21,4/21/2007,17:51:00,3,TX,48,1,0,0,0.012,0,-102.32,35.53,-102.28,35.84,17.13,880,Tornado,#0000FF
725,2007,4,21,4/21/2007,17:57:00,3,TX,48,2,1,0,1.24,0.005,-102.22,34.06,-101.98,34.45,28.75,1230,Tornado,#008000
726,2007,4,21,4/21/2007,17:57:00,3,TX,48,2,1,0,1.24,0.005,-102.22,34.06,-101.98,34.45,28.75,1230,Tornado,#008000
727,2007,4,21,4/21/2007,17:57:00,3,TX,48,2,1,0,1.24,0.005,-102.22,34.06,-101.98,34.45,28.75,1230,Tornado,#008000
728,2007,4,21,4/21/2007,17:57:00,3,TX,48,2,1,0,1.24,0.005,-102.22,34.06,-101.98,34.45,28.75,1230,Tornado,#008000
729,2007,4,21,4/21/2007,17:57:00,3,TX,48,2,1,0,1.24,0.005,-102.22,34.06,-101.98,34.45,28.75,1230,Tornado,#008000
730,2007,4,21,4/21/2007,17:57:00,3,TX,48,2,1,0,1.24,0.005,-102.22,34.06,-101.98,34.45,28.75,1230,Tornado,#008000
731,2007,4,21,4/21/2007,17:57:00,3,TX,48,2,1,0,1.24,0.005,-102.22,34.06,-101.98,34.45,28.75,1230,Tornado,#008000
732,2007,4,21,4/21/2007,17:57:00,3,TX,48,2,1,0,1.24,0.005,-102.22,34.06,-101.98,34.45,28.75,1230,Tornado,#008000
733,2007,4,21,4/21/2007,17:57:00,3,TX,48,2,1,0,1.24,0.005,-102.22,34.06,-101.98,34.45,28.75,1230,Tornado,#008000
734,2007,4,21,4/21/2007,17:57:00,3,TX,48,2,1,0,1.24,0.005,-102.22,34.06,-101.98,34.45,28.75,1230,Tornado,#008000
735,2007,4,21,4/21/2007,17:57:00,3,TX,48,2,1,0,1.24,0.005,-102.22,34.06,-101.98,34.45,28.75,1230,Tornado,#008000
736,2007,4,21,4/21/2007,17:57:00,3,TX,48,2,1,0,1.24,0.005,-102.22,34.06,-101.98,34.45,28.75,1230,Tornado,#008000
737,2007,4,21,4/21/2007,17:57:00,3,TX,48,2,1,0,1.24,0.005,-102.22,34.06,-101.98,34.45,28.75,1230,Tornado,#008000
738,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
739,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
740,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
741,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
742,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
743,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
744,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
745,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
746,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
747,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
748,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
749,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
750,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
751,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
752,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
753,2007,4,21,4/21/2007,18:16:00,3,TX,48,2,14,0,1.3,0,-102.13,35.79,-101.91,36.29,26.72,1320,Tornado,#008000
754,2007,4,21,4/21/2007,18:50:00,3,TX,48,2,0,0,0.008,0,-101.92,35.68,-101.88,35.85,11.93,704,Tornado,#008000
755,2007,4,21,4/21/2007,18:50:00,3,TX,48,2,0,0,0.008,0,-101.92,35.68,-101.88,35.85,11.93,704,Tornado,#008000
756,2007,4,21,4/21/2007,18:50:00,3,TX,48,2,0,0,0.008,0,-101.92,35.68,-101.88,35.85,11.93,704,Tornado,#008000
757,2007,4,21,4/21/2007,18:50:00,3,TX,48,2,0,0,0.008,0,-101.92,35.68,-101.88,35.85,11.93,704,Tornado,#008000
758,2007,4,21,4/21/2007,18:50:00,3,TX,48,2,0,0,0.008,0,-101.92,35.68,-101.88,35.85,11.93,704,Tornado,#008000
759,2007,4,21,4/21/2007,18:57:00,3,TX,48,2,3,0,2,0,-101.78,34.53,-101.79,34.57,3,200,Tornado,#008000
760,2007,4,21,4/21/2007,19:11:00,3,TX,48,1,0,0,0,0,-101.77,34.65,-101.69,34.7,4,300,Tornado,#0000FF
761,2007,4,21,4/21/2007,19:11:00,3,TX,48,1,0,0,0,0,-101.77,34.65,-101.69,34.7,4,300,Tornado,#0000FF
762,2007,4,21,4/21/2007,19:36:00,3,TX,48,1,0,0,0.018,0,-101.66,36.02,-101.79,36.33,9.31,1320,Tornado,#0000FF
763,2007,4,21,4/21/2007,19:36:00,3,TX,48,1,0,0,0.018,0,-101.66,36.02,-101.79,36.33,9.31,1320,Tornado,#0000FF
764,2007,4,21,4/21/2007,19:36:00,3,TX,48,1,0,0,0.018,0,-101.66,36.02,-101.79,36.33,9.31,1320,Tornado,#0000FF
765,2007,4,21,4/21/2007,19:36:00,3,TX,48,1,0,0,0.018,0,-101.66,36.02,-101.79,36.33,9.31,1320,Tornado,#0000FF
766,2007,4,21,4/21/2007,19:36:00,3,TX,48,1,0,0,0.018,0,-101.66,36.02,-101.79,36.33,9.31,1320,Tornado,#0000FF
767,2007,4,21,4/21/2007,19:36:00,3,TX,48,1,0,0,0.018,0,-101.66,36.02,-101.79,36.33,9.31,1320,Tornado,#0000FF
768,2007,4,21,4/21/2007,19:36:00,3,TX,48,1,0,0,0.018,0,-101.66,36.02,-101.79,36.33,9.31,1320,Tornado,#0000FF
769,2007,4,21,4/21/2007,19:36:00,3,TX,48,1,0,0,0.018,0,-101.66,36.02,-101.79,36.33,9.31,1320,Tornado,#0000FF
770,2007,4,21,4/21/2007,19:36:00,3,TX,48,1,0,0,0.018,0,-101.66,36.02,-101.79,36.33,9.31,1320,Tornado,#0000FF
771,2007,4,21,4/21/2007,19:45:00,3,TX,48,1,0,0,0.006,0,-101.9,35.85,-101.73,35.96,12.23,440,Tornado,#0000FF
772,2007,4,21,4/21/2007,19:45:00,3,TX,48,1,0,0,0.006,0,-101.9,35.85,-101.73,35.96,12.23,440,Tornado,#0000FF
773,2007,4,21,4/21/2007,19:45:00,3,TX,48,1,0,0,0.006,0,-101.9,35.85,-101.73,35.96,12.23,440,Tornado,#0000FF
774,2007,4,21,4/21/2007,19:45:00,3,TX,48,1,0,0,0.006,0,-101.9,35.85,-101.73,35.96,12.23,440,Tornado,#0000FF
775,2007,4,21,4/21/2007,19:45:00,3,TX,48,1,0,0,0.006,0,-101.9,35.85,-101.73,35.96,12.23,440,Tornado,#0000FF
776,2007,4,21,4/21/2007,19:45:00,3,TX,48,1,0,0,0.004,0,-101.55,34.75,-101.52,34.79,3.33,440,Tornado,#0000FF
777,2007,4,21,4/21/2007,19:58:00,3,TX,48,0,0,0,0,0,-101.74,36.07,-101.69,36.17,7.97,700,Tornado,#888888
778,2007,4,21,4/21/2007,19:58:00,3,TX,48,0,0,0,0,0,-101.74,36.07,-101.69,36.17,7.97,700,Tornado,#888888
779,2007,4,21,4/21/2007,19:58:00,3,TX,48,0,0,0,0,0,-101.74,36.07,-101.69,36.17,7.97,700,Tornado,#888888
780,2007,4,21,4/21/2007,19:59:00,3,TX,48,1,0,0,0.008,0,-101.81,35.96,-101.78,35.98,2,704,Tornado,#0000FF
781,2007,4,21,4/21/2007,20:00:00,3,TX,48,1,0,0,0.014,0,-101.73,34.83,-101.71,34.98,10.7,880,Tornado,#0000FF
782,2007,4,21,4/21/2007,20:00:00,3,TX,48,1,0,0,0.014,0,-101.73,34.83,-101.71,34.98,10.7,880,Tornado,#0000FF
783,2007,4,21,4/21/2007,20:00:00,3,TX,48,1,0,0,0.014,0,-101.73,34.83,-101.71,34.98,10.7,880,Tornado,#0000FF
784,2007,4,21,4/21/2007,20:00:00,3,TX,48,1,0,0,0.014,0,-101.73,34.83,-101.71,34.98,10.7,880,Tornado,#0000FF
785,2007,4,21,4/21/2007,20:35:00,3,TX,48,2,0,0,0.072,0,-101.22,35.17,-101.2,35.35,12.88,440,Tornado,#008000
786,2007,4,21,4/21/2007,20:35:00,3,TX,48,2,0,0,0.072,0,-101.22,35.17,-101.2,35.35,12.88,440,Tornado,#008000
787,2007,4,21,4/21/2007,20:35:00,3,TX,48,2,0,0,0.072,0,-101.22,35.17,-101.2,35.35,12.88,440,Tornado,#008000
788,2007,4,21,4/21/2007,20:35:00,3,TX,48,2,0,0,0.072,0,-101.22,35.17,-101.2,35.35,12.88,440,Tornado,#008000
789,2007,4,21,4/21/2007,20:35:00,3,TX,48,2,0,0,0.072,0,-101.22,35.17,-101.2,35.35,12.88,440,Tornado,#008000
790,2007,4,21,4/21/2007,20:40:00,3,TX,48,0,0,0,0,0,-101.19,35.12,-101.19,35.18,4.21,50,Tornado,#888888
791,2007,4,21,4/21/2007,20:50:00,3,TX,48,1,0,0,0.052,0,-101,35.22,-101.07,35.39,12.7,50,Tornado,#0000FF
792,2007,4,21,4/21/2007,20:50:00,3,TX,48,1,0,0,0.052,0,-101,35.22,-101.07,35.39,12.7,50,Tornado,#0000FF
793,2007,4,21,4/21/2007,20:50:00,3,TX,48,1,0,0,0.052,0,-101,35.22,-101.07,35.39,12.7,50,Tornado,#0000FF
794,2007,4,21,4/21/2007,20:50:00,3,TX,48,1,0,0,0.052,0,-101,35.22,-101.07,35.39,12.7,50,Tornado,#0000FF
795,2007,4,21,4/21/2007,20:50:00,3,TX,48,1,0,0,0.052,0,-101,35.22,-101.07,35.39,12.7,50,Tornado,#0000FF
796,2007,4,23,4/23/2007,18:43:00,3,TX,48,0,0,0,0.008,0,-100.78,32.4,-100.71,32.4,4,50,Tornado,#888888
797,2007,4,23,4/23/2007,18:43:00,3,TX,48,0,0,0,0.008,0,-100.78,32.4,-100.71,32.4,4,50,Tornado,#888888
798,2007,4,24,4/24/2007,18:01:00,3,TX,48,3,0,7,80,0,-100.41,28.64,-100.36,28.6,4,400,Tornado,#FFAA00
799,2007,4,24,4/24/2007,18:19:00,3,TX,48,1,0,0,0.1,0,-97.16,33.01,-97.08,33.04,2.5,50,Tornado,#0000FF
800,2007,4,24,4/24/2007,18:19:00,3,TX,48,1,0,0,0.1,0,-97.16,33.01,-97.08,33.04,2.5,50,Tornado,#0000FF
801,2007,4,29,4/29/2007,10:40:00,3,TX,48,0,0,0,0,0,-103.86,30.55,-103.9,30.6,3.5,300,Tornado,#888888
802,2007,5,1,5/1/2007,14:05:00,3,TX,48,0,0,0,0,0.005,-99.31,31.32,-99.26,31.3,3.26,30,Tornado,#888888
803,2007,5,1,5/1/2007,14:35:00,3,TX,48,0,0,0,0,0,-99.25,31.28,-99.22,31.26,1.82,30,Tornado,#888888
804,2007,5,2,5/2/2007,12:35:00,3,TX,48,0,0,0,0,0,-100.37,31.68,-100.29,31.74,6.39,50,Tornado,#888888
805,2007,5,2,5/2/2007,12:35:00,3,TX,48,0,0,0,0,0,-100.37,31.68,-100.29,31.74,6.39,50,Tornado,#888888
806,2007,5,2,5/2/2007,14:20:00,3,TX,48,1,0,0,0.1,0,-99.42,31.51,-99.33,31.49,5.7,100,Tornado,#0000FF
807,2007,5,2,5/2/2007,14:20:00,3,TX,48,1,0,0,0.1,0,-99.42,31.51,-99.33,31.49,5.7,100,Tornado,#0000FF
808,2007,5,2,5/2/2007,14:48:00,3,TX,48,1,0,0,0.01,0,-99.09,31.56,-99.01,31.57,4.77,110,Tornado,#0000FF
809,2007,5,2,5/2/2007,14:48:00,3,TX,48,1,0,0,0.01,0,-99.09,31.56,-99.01,31.57,4.77,110,Tornado,#0000FF
810,2007,5,5,5/5/2007,18:20:00,3,TX,48,0,0,0,0,0,-100.11,35.12,-100.08,35.15,2.78,100,Tornado,#888888
811,2007,5,5,5/5/2007,18:27:00,3,TX,48,1,0,0,0,0,-100.05,35.17,-100.1,35.27,6.99,200,Tornado,#0000FF
812,2007,5,5,5/5/2007,18:27:00,3,TX,48,1,0,0,0,0,-100.05,35.17,-100.1,35.27,6.99,200,Tornado,#0000FF
813,2007,5,5,5/5/2007,18:27:00,3,TX,48,1,0,0,0,0,-100.05,35.17,-100.1,35.27,6.99,200,Tornado,#0000FF
814,2007,5,8,5/8/2007,15:11:00,3,TX,48,0,0,0,0,0,-99.47,32.8,-99.4,32.87,6.54,50,Tornado,#888888
815,2007,5,8,5/8/2007,15:11:00,3,TX,48,0,0,0,0,0,-99.47,32.8,-99.4,32.87,6.54,50,Tornado,#888888
816,2007,5,8,5/8/2007,16:30:00,3,TX,48,1,0,0,0.01,0,-99.71,33.09,-99.77,33.14,4.16,45,Tornado,#0000FF
817,2007,5,8,5/8/2007,16:30:00,3,TX,48,1,0,0,0.01,0,-99.71,33.09,-99.77,33.14,4.16,45,Tornado,#0000FF
818,2007,5,9,5/9/2007,17:12:00,3,TX,48,0,0,0,0,0,-99.62,30.98,-99.58,31.02,1.5,40,Tornado,#888888
819,2007,5,23,5/23/2007,18:39:00,3,TX,48,0,0,0,0,0,-100.4,36.37,-100.37,36.39,2,50,Tornado,#888888
820,2007,5,23,5/23/2007,21:40:00,3,TX,48,2,0,0,0.023,0,-100.53,36.18,-100.49,36.23,7,440,Tornado,#008000
821,2007,5,23,5/23/2007,21:55:00,3,TX,48,1,0,0,0.013,0,-100.31,36.2,-100.28,36.24,4,150,Tornado,#0000FF
822,2007,5,23,5/23/2007,22:11:00,3,TX,48,2,0,0,0.036,0,-100.32,36.31,-100.27,36.39,8,528,Tornado,#008000
823,2007,5,23,5/23/2007,22:11:00,3,TX,48,2,0,0,0.036,0,-100.32,36.31,-100.27,36.39,8,528,Tornado,#008000
824,2007,6,1,6/1/2007,18:25:00,3,TX,48,0,0,0,0,0,-102.39,32.72,-102.41,32.64,2.5,50,Tornado,#888888
825,2007,6,1,6/1/2007,18:25:00,3,TX,48,0,0,0,0,0,-102.39,32.72,-102.41,32.64,2.5,50,Tornado,#888888
826,2007,6,2,6/2/2007,19:15:00,3,TX,48,0,0,0,0,0,-102.4,34.38,-102.43,34.34,4,300,Tornado,#888888
827,2007,6,2,6/2/2007,21:35:00,3,TX,48,0,0,0,0,0,-102.32,33.85,-102.29,33.81,2.25,100,Tornado,#888888
828,2007,6,3,6/3/2007,13:40:00,3,TX,48,0,0,0,0,0,-102.48,32.32,-102.46,32.29,2.77,50,Tornado,#888888
829,2007,6,3,6/3/2007,15:36:00,3,TX,48,0,0,0,0,0,-102.95,31.85,-102.88,31.85,4,50,Tornado,#888888
830,2007,6,3,6/3/2007,15:36:00,3,TX,48,0,0,0,0,0,-102.95,31.85,-102.88,31.85,4,50,Tornado,#888888
831,2007,6,3,6/3/2007,17:38:00,3,TX,48,0,0,0,0,0,-103.6,31.86,-103.53,31.85,2,50,Tornado,#888888
832,2007,6,3,6/3/2007,17:38:00,3,TX,48,0,0,0,0,0,-103.6,31.86,-103.53,31.85,2,50,Tornado,#888888
833,2007,6,15,6/15/2007,21:40:00,3,TX,48,1,0,0,0.07,0,-101.25,30.6,-101.2,30.63,3.16,100,Tornado,#0000FF
834,2007,6,17,6/17/2007,17:15:00,3,TX,48,0,1,0,0.2,0,-97.98,31.09,-97.91,31.12,1,30,Tornado,#888888
835,2007,6,17,6/17/2007,17:15:00,3,TX,48,0,1,0,0.2,0,-97.98,31.09,-97.91,31.12,1,30,Tornado,#888888
836,2007,6,25,6/25/2007,23:15:00,3,TX,48,0,5,0,0.05,0,-97.55,33.27,-97.5,33.31,4,40,Tornado,#888888
837,2007,7,5,7/5/2007,17:05:00,3,TX,48,0,0,0,0.03,0,-94.94,29.26,-94.9,29.26,2,30,Tornado,#888888
838,2007,9,5,9/5/2007,6:47:00,3,TX,48,2,0,0,0.04,0,-96.44,31.84,-96.42,31.93,6.12,80,Tornado,#008000
839,2007,9,5,9/5/2007,6:47:00,3,TX,48,2,0,0,0.04,0,-96.44,31.84,-96.42,31.93,6.12,80,Tornado,#008000
840,2007,9,5,9/5/2007,14:10:00,3,TX,48,1,0,0,0.01,0,-94.49,33.35,-94.44,33.4,3,50,Tornado,#0000FF
841,2007,9,5,9/5/2007,14:10:00,3,TX,48,1,0,0,0.01,0,-94.49,33.35,-94.44,33.4,3,50,Tornado,#0000FF
842,2007,9,7,9/7/2007,15:50:00,3,TX,48,0,0,0,0,0,-101.84,34.47,-101.8,34.46,1.25,75,Tornado,#888888
843,2007,9,27,9/27/2007,16:45:00,3,TX,48,0,0,0,0,0.015,-102.05,34,-102.1,33.99,3.15,40,Tornado,#888888
844,2007,10,16,10/16/2007,23:16:00,3,TX,48,1,0,0,0.09,0,-101.97,34.83,-101.8,34.92,11.46,300,Tornado,#0000FF
845,2007,10,16,10/16/2007,23:16:00,3,TX,48,1,0,0,0.09,0,-101.97,34.83,-101.8,34.92,11.46,300,Tornado,#0000FF
846,2007,10,16,10/16/2007,23:16:00,3,TX,48,1,0,0,0.09,0,-101.97,34.83,-101.8,34.92,11.46,300,Tornado,#0000FF
847,2007,10,16,10/16/2007,23:16:00,3,TX,48,1,0,0,0.09,0,-101.97,34.83,-101.8,34.92,11.46,300,Tornado,#0000FF
848,2007,10,16,10/16/2007,23:16:00,3,TX,48,1,0,0,0.09,0,-101.97,34.83,-101.8,34.92,11.46,300,Tornado,#0000FF
849,2008,3,3,3/3/2008,8:13:00,3,TX,48,1,0,0,0.75,0,-94.41,33.44,-94.33,33.45,5,75,Tornado,#0000FF
850,2008,3,3,3/3/2008,8:13:00,3,TX,48,1,0,0,0.75,0,-94.41,33.44,-94.33,33.45,5,75,Tornado,#0000FF
851,2008,3,18,3/18/2008,14:30:00,3,TX,48,1,0,0,0.25,0,-95.6,33.21,-95.56,33.22,2.69,70,Tornado,#0000FF
852,2008,3,18,3/18/2008,19:36:00,3,TX,48,1,0,0,3.5,0,-94.89,32.25,-94.72,32.51,20.51,300,Tornado,#0000FF
853,2008,3,18,3/18/2008,19:36:00,3,TX,48,1,0,0,3.5,0,-94.89,32.25,-94.72,32.51,20.51,300,Tornado,#0000FF
854,2008,3,18,3/18/2008,19:36:00,3,TX,48,1,0,0,3.5,0,-94.89,32.25,-94.72,32.51,20.51,300,Tornado,#0000FF
855,2008,3,18,3/18/2008,19:36:00,3,TX,48,1,0,0,3.5,0,-94.89,32.25,-94.72,32.51,20.51,300,Tornado,#0000FF
856,2008,3,18,3/18/2008,19:36:00,3,TX,48,1,0,0,3.5,0,-94.89,32.25,-94.72,32.51,20.51,300,Tornado,#0000FF
857,2008,3,18,3/18/2008,19:36:00,3,TX,48,1,0,0,3.5,0,-94.89,32.25,-94.72,32.51,20.51,300,Tornado,#0000FF
858,2008,3,18,3/18/2008,19:36:00,3,TX,48,1,0,0,3.5,0,-94.89,32.25,-94.72,32.51,20.51,300,Tornado,#0000FF
859,2008,3,18,3/18/2008,19:36:00,3,TX,48,1,0,0,3.5,0,-94.89,32.25,-94.72,32.51,20.51,300,Tornado,#0000FF
860,2008,3,18,3/18/2008,19:36:00,3,TX,48,1,0,0,3.5,0,-94.89,32.25,-94.72,32.51,20.51,300,Tornado,#0000FF
861,2008,4,9,4/9/2008,16:12:00,3,TX,48,0,0,0,0.04,0,-98.99,32.67,-98.95,32.69,2.32,75,Tornado,#888888
862,2008,4,9,4/9/2008,16:21:00,3,TX,48,1,6,0,1,0,-98.91,32.72,-98.81,32.78,7.06,400,Tornado,#0000FF
863,2008,4,9,4/9/2008,16:21:00,3,TX,48,1,6,0,1,0,-98.91,32.72,-98.81,32.78,7.06,400,Tornado,#0000FF
864,2008,4,9,4/9/2008,16:21:00,3,TX,48,1,6,0,1,0,-98.91,32.72,-98.81,32.78,7.06,400,Tornado,#0000FF
865,2008,4,9,4/9/2008,22:57:00,3,TX,48,0,0,0,0,0,-100.74,31.42,-100.7,31.46,3.67,300,Tornado,#888888
866,2008,4,9,4/9/2008,23:07:00,3,TX,48,0,0,0,0.01,0,-100.52,31.32,-100.42,31.36,6.73,80,Tornado,#888888
867,2008,4,9,4/9/2008,23:07:00,3,TX,48,0,0,0,0.01,0,-100.52,31.32,-100.42,31.36,6.73,80,Tornado,#888888
868,2008,4,9,4/9/2008,23:07:00,3,TX,48,0,0,0,0.01,0,-100.52,31.32,-100.42,31.36,6.73,80,Tornado,#888888
869,2008,4,9,4/9/2008,23:14:00,3,TX,48,1,0,0,6,0,-100.52,31.44,-100.45,31.46,4.06,150,Tornado,#0000FF
870,2008,4,9,4/9/2008,23:14:00,3,TX,48,1,0,0,6,0,-100.52,31.44,-100.45,31.46,4.06,150,Tornado,#0000FF
871,2008,4,10,4/10/2008,2:03:00,3,TX,48,1,0,0,0.2,0,-97.79,32.22,-97.67,32.26,7.59,75,Tornado,#0000FF
872,2008,4,10,4/10/2008,2:03:00,3,TX,48,1,0,0,0.2,0,-97.79,32.22,-97.67,32.26,7.59,75,Tornado,#0000FF
873,2008,4,10,4/10/2008,2:03:00,3,TX,48,1,0,0,0.2,0,-97.79,32.22,-97.67,32.26,7.59,75,Tornado,#0000FF
874,2008,4,10,4/10/2008,2:30:00,3,TX,48,0,0,0,25,0,-97.24,32.47,-97.2,32.49,2.92,50,Tornado,#888888
875,2008,4,10,4/10/2008,3:04:00,3,TX,48,1,0,0,12,0,-96.74,33.09,-96.65,33.16,7.17,175,Tornado,#0000FF
876,2008,4,10,4/10/2008,3:04:00,3,TX,48,1,0,0,12,0,-96.74,33.09,-96.65,33.16,7.17,175,Tornado,#0000FF
877,2008,4,10,4/10/2008,3:04:00,3,TX,48,1,0,0,12,0,-96.74,33.09,-96.65,33.16,7.17,175,Tornado,#0000FF
878,2008,4,10,4/10/2008,3:05:00,3,TX,48,0,0,0,0.5,0,-97.47,31.07,-97.37,31.1,6.42,100,Tornado,#888888
879,2008,4,10,4/10/2008,3:05:00,3,TX,48,0,0,0,0.5,0,-97.47,31.07,-97.37,31.1,6.42,100,Tornado,#888888
880,2008,4,10,4/10/2008,3:05:00,3,TX,48,0,0,0,0.5,0,-97.47,31.07,-97.37,31.1,6.42,100,Tornado,#888888
881,2008,4,10,4/10/2008,7:12:00,3,TX,48,2,1,0,1,0,-94.24,33.42,-94.19,33.49,5.54,200,Tornado,#008000
882,2008,4,10,4/10/2008,7:12:00,3,TX,48,2,1,0,1,0,-94.24,33.42,-94.19,33.49,5.54,200,Tornado,#008000
883,2008,4,23,4/23/2008,13:34:00,3,TX,48,0,0,0,0.01,0,-101.08,32.69,-100.99,32.69,5.06,50,Tornado,#888888
884,2008,4,23,4/23/2008,13:34:00,3,TX,48,0,0,0,0.01,0,-101.08,32.69,-100.99,32.69,5.06,50,Tornado,#888888
885,2008,4,23,4/23/2008,14:56:00,3,TX,48,0,0,0,0,0,-102.68,32.69,-102.63,32.69,2.57,200,Tornado,#888888
886,2008,4,23,4/23/2008,15:35:00,3,TX,48,0,0,0,0.012,0,-99.88,32.85,-99.78,32.84,6.11,300,Tornado,#888888
887,2008,4,23,4/23/2008,15:35:00,3,TX,48,0,0,0,0.012,0,-99.88,32.85,-99.78,32.84,6.11,300,Tornado,#888888
888,2008,4,23,4/23/2008,17:56:00,3,TX,48,0,0,0,0.02,0,-98.34,32.47,-98.3,32.47,2.24,50,Tornado,#888888
889,2008,4,23,4/23/2008,17:58:00,3,TX,48,0,0,0,0.05,0,-98.21,32.46,-98.13,32.54,7.18,125,Tornado,#888888
890,2008,4,23,4/23/2008,17:58:00,3,TX,48,0,0,0,0.05,0,-98.21,32.46,-98.13,32.54,7.18,125,Tornado,#888888
891,2008,4,23,4/23/2008,17:58:00,3,TX,48,0,0,0,0.05,0,-98.21,32.46,-98.13,32.54,7.18,125,Tornado,#888888
892,2008,5,2,5/2/2008,10:21:00,3,TX,48,1,0,0,0.05,0,-94.76,32.18,-94.66,32.2,6.38,100,Tornado,#0000FF
893,2008,5,2,5/2/2008,10:21:00,3,TX,48,1,0,0,0.05,0,-94.76,32.18,-94.66,32.2,6.38,100,Tornado,#0000FF
894,2008,5,2,5/2/2008,10:21:00,3,TX,48,1,0,0,0.05,0,-94.76,32.18,-94.66,32.2,6.38,100,Tornado,#0000FF
895,2008,5,2,5/2/2008,10:55:00,3,TX,48,1,0,0,0.4,0,-94.52,32.2,-94.46,32.19,3.79,200,Tornado,#0000FF
896,2008,5,5,5/5/2008,16:25:00,3,TX,48,0,0,0,0,0,-102.65,31.28,-102.63,31.31,2.28,50,Tornado,#888888
897,2008,5,5,5/5/2008,16:59:00,3,TX,48,0,0,0,0,0,-102.47,31.4,-102.45,31.44,2.68,50,Tornado,#888888
898,2008,5,7,5/7/2008,19:15:00,3,TX,48,1,0,0,0,0,-96.54,31.18,-96.49,31.19,2.6,250,Tornado,#0000FF
