FID,yr,mo,dy,date,time,tz,st,stf,mag,inj,fat,loss,closs,slon,slat,elon,elat,len,wid,kind,stroke
190,1980,8,10,8/10/1980,13:00:00,3,TX,48,2,0,0,0,0,-97.17,30,-97.47,30.08,18.8,77,Tornado,#008000
191,1980,8,10,8/10/1980,13:00:00,3,TX,48,2,0,0,0,0,-97.17,30,-97.47,30.08,18.8,77,Tornado,#008000
192,1980,8,10,8/10/1980,13:00:00,3,TX,48,2,0,0,0,0,-97.17,30,-97.47,30.08,18.8,77,Tornado,#008000
193,1980,8,10,8/10/1980,13:00:00,3,TX,48,2,0,0,0,0,-97.17,30,-97.47,30.08,18.8,77,Tornado,#008000
194,1980,8,10,8/10/1980,13:00:00,3,TX,48,2,0,0,0,0,-97.17,30,-97.47,30.08,18.8,77,Tornado,#008000
195,1980,8,10,8/10/1980,13:00:00,3,TX,48,2,0,0,0,0,-97.17,30,-97.47,30.08,18.8,77,Tornado,#008000
196,1980,8,10,8/10/1980,13:00:00,3,TX,48,2,0,0,0,0,-97.17,30,-97.47,30.08,18.8,77,Tornado,#008000
197,1980,8,10,8/10/1980,13:15:00,3,TX,48,0,0,0,0,0,-97.5,30.17,-97.67,30.22,11.7,50,Tornado,#888888
198,1980,8,10,8/10/1980,13:15:00,3,TX,48,0,0,0,0,0,-97.5,30.17,-97.67,30.22,11.7,50,Tornado,#888888
199,1980,8,10,8/10/1980,13:15:00,3,TX,48,0,0,0,0,0,-97.5,30.17,-97.67,30.22,11.7,50,Tornado,#888888
200,1980,8,10,8/10/1980,13:15:00,3,TX,48,0,0,0,0,0,-97.5,30.17,-97.67,30.22,11.7,50,Tornado,#888888
201,1980,8,10,8/10/1980,13:15:00,3,TX,48,0,0,0,0,0,-97.5,30.17,-97.67,30.22,11.7,50,Tornado,#888888
202,1980,8,10,8/10/1980,13:30:00,3,TX,48,0,0,0,3,0,-97.42,30.2,-97.58,30.27,11.1,27,Tornado,#888888
203,1980,8,10,8/10/1980,13:30:00,3,TX,48,0,0,0,3,0,-97.42,30.2,-97.58,30.27,11.1,27,Tornado,#888888
204,1980,8,10,8/10/1980,13:30:00,3,TX,48,0,0,0,3,0,-97.42,30.2,-97.58,30.27,11.1,27,Tornado,#888888
205,1980,8,10,8/10/1980,13:30:00,3,TX,48,0,0,0,3,0,-97.42,30.2,-97.58,30.27,11.1,27,Tornado,#888888
206,1980,8,10,8/10/1980,13:30:00,3,TX,48,0,0,0,3,0,-97.42,30.2,-97.58,30.27,11.1,27,Tornado,#888888
207,1980,8,10,8/10/1980,13:40:00,3,TX,48,2,4,0,8,0,-97.65,30.25,-97.72,30.3,5.4,150,Tornado,#008000
208,1980,8,10,8/10/1980,13:40:00,3,TX,48,2,4,0,8,0,-97.65,30.25,-97.72,30.3,5.4,150,Tornado,#008000
209,1980,8,10,8/10/1980,14:25:00,3,TX,48,0,0,0,5,0,-97.55,30.33,-98.03,30.43,30.7,50,Tornado,#888888
210,1980,8,10,8/10/1980,14:25:00,3,TX,48,0,0,0,5,0,-97.55,30.33,-98.03,30.43,30.7,50,Tornado,#888888
211,1980,8,10,8/10/1980,14:25:00,3,TX,48,0,0,0,5,0,-97.55,30.33,-98.03,30.43,30.7,50,Tornado,#888888
212,1980,8,10,8/10/1980,14:25:00,3,TX,48,0,0,0,5,0,-97.55,30.33,-98.03,30.43,30.7,50,Tornado,#888888
213,1980,8,10,8/10/1980,14:25:00,3,TX,48,0,0,0,5,0,-97.55,30.33,-98.03,30.43,30.7,50,Tornado,#888888
214,1980,8,10,8/10/1980,14:25:00,3,TX,48,0,0,0,5,0,-97.55,30.33,-98.03,30.43,30.7,50,Tornado,#888888
215,1980,8,10,8/10/1980,14:25:00,3,TX,48,0,0,0,5,0,-97.55,30.33,-98.03,30.43,30.7,50,Tornado,#888888
216,1980,8,10,8/10/1980,14:25:00,3,TX,48,0,0,0,5,0,-97.55,30.33,-98.03,30.43,30.7,50,Tornado,#888888
217,1980,8,10,8/10/1980,14:25:00,3,TX,48,0,0,0,5,0,-97.55,30.33,-98.03,30.43,30.7,50,Tornado,#888888
218,1980,8,10,8/10/1980,14:25:00,3,TX,48,0,0,0,5,0,-97.55,30.33,-98.03,30.43,30.7,50,Tornado,#888888
219,1980,8,10,8/10/1980,14:25:00,3,TX,48,0,0,0,5,0,-97.55,30.33,-98.03,30.43,30.7,50,Tornado,#888888
220,1980,8,10,8/10/1980,14:25:00,3,TX,48,0,0,0,5,0,-97.55,30.33,-98.03,30.43,30.7,50,Tornado,#888888
221,1980,8,10,8/10/1980,14:25:00,3,TX,48,0,0,0,5,0,-97.55,30.33,-98.03,30.43,30.7,50,Tornado,#888888
222,1980,8,10,8/10/1980,14:25:00,3,TX,48,0,0,0,5,0,-97.55,30.33,-98.03,30.43,30.7,50,Tornado,#888888
223,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
224,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
225,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
226,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
227,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
228,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
229,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
230,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
231,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
232,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
233,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
234,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
235,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
236,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
237,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
238,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
239,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
240,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
241,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
242,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
243,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
244,1980,8,10,8/10/1980,16:02:00,3,TX,48,2,20,0,7,0,-97.87,29.9,-98.58,30.13,47.7,200,Tornado,#008000
245,1980,8,23,8/23/1980,16:30:00,3,TX,48,2,0,0,5,0,-99.43,32.92,-99.47,32.87,4.3,73,Tornado,#008000
246,1980,10,16,10/16/1980,17:45:00,3,TX,48,2,0,0,5,0,-95.58,33.13,-95.57,33.17,2.7,77,Tornado,#008000
247,1980,10,17,10/17/1980,5:15:00,3,TX,48,1,0,0,5,0,-96.25,33.52,-96.15,33.55,6.2,77,Tornado,#0000FF
248,1980,10,17,10/17/1980,5:15:00,3,TX,48,1,0,0,5,0,-96.25,33.52,-96.15,33.55,6.2,77,Tornado,#0000FF
249,1980,10,17,10/17/1980,5:15:00,3,TX,48,1,0,0,5,0,-96.25,33.52,-96.15,33.55,6.2,77,Tornado,#0000FF
250,1980,12,7,12/7/1980,17:59:00,3,TX,48,0,0,0,2,0,-100.85,33.47,-100.78,33.47,4.1,30,Tornado,#888888
251,1980,12,7,12/7/1980,17:59:00,3,TX,48,0,0,0,2,0,-100.85,33.47,-100.78,33.47,4.1,30,Tornado,#888888
252,1981,2,10,2/10/1981,3:25:00,3,TX,48,2,8,1,5,0,-95.57,30.8,-95.23,30.83,19.9,100,Tornado,#008000
253,1981,2,10,2/10/1981,3:25:00,3,TX,48,2,8,1,5,0,-95.57,30.8,-95.23,30.83,19.9,100,Tornado,#008000
254,1981,2,10,2/10/1981,3:25:00,3,TX,48,2,8,1,5,0,-95.57,30.8,-95.23,30.83,19.9,100,Tornado,#008000
255,1981,2,10,2/10/1981,3:25:00,3,TX,48,2,8,1,5,0,-95.57,30.8,-95.23,30.83,19.9,100,Tornado,#008000
256,1981,2,10,2/10/1981,3:25:00,3,TX,48,2,8,1,5,0,-95.57,30.8,-95.23,30.83,19.9,100,Tornado,#008000
257,1981,2,10,2/10/1981,3:25:00,3,TX,48,2,8,1,5,0,-95.57,30.8,-95.23,30.83,19.9,100,Tornado,#008000
258,1981,2,10,2/10/1981,3:25:00,3,TX,48,2,8,1,5,0,-95.57,30.8,-95.23,30.83,19.9,100,Tornado,#008000
259,1981,2,10,2/10/1981,3:25:00,3,TX,48,2,8,1,5,0,-95.57,30.8,-95.23,30.83,19.9,100,Tornado,#008000
260,1981,2,10,2/10/1981,3:25:00,3,TX,48,2,8,1,5,0,-95.57,30.8,-95.23,30.83,19.9,100,Tornado,#008000
261,1981,2,10,2/10/1981,3:25:00,3,TX,48,2,8,1,5,0,-95.57,30.8,-95.23,30.83,19.9,100,Tornado,#008000
262,1981,3,3,3/3/1981,14:50:00,3,TX,48,0,0,0,4,0,-101.8,33.53,-101.67,33.67,11.9,30,Tornado,#888888
263,1981,3,3,3/3/1981,14:50:00,3,TX,48,0,0,0,4,0,-101.8,33.53,-101.67,33.67,11.9,30,Tornado,#888888
264,1981,3,3,3/3/1981,14:50:00,3,TX,48,0,0,0,4,0,-101.8,33.53,-101.67,33.67,11.9,30,Tornado,#888888
265,1981,3,3,3/3/1981,14:50:00,3,TX,48,0,0,0,4,0,-101.8,33.53,-101.67,33.67,11.9,30,Tornado,#888888
266,1981,3,3,3/3/1981,14:50:00,3,TX,48,0,0,0,4,0,-101.8,33.53,-101.67,33.67,11.9,30,Tornado,#888888
267,1981,3,3,3/3/1981,15:27:00,3,TX,48,0,0,0,1,0,-101.57,33.5,-101.5,33.83,23.3,30,Tornado,#888888
268,1981,3,3,3/3/1981,15:27:00,3,TX,48,0,0,0,1,0,-101.57,33.5,-101.5,33.83,23.3,30,Tornado,#888888
269,1981,3,3,3/3/1981,15:27:00,3,TX,48,0,0,0,1,0,-101.57,33.5,-101.5,33.83,23.3,30,Tornado,#888888
270,1981,3,3,3/3/1981,15:27:00,3,TX,48,0,0,0,1,0,-101.57,33.5,-101.5,33.83,23.3,30,Tornado,#888888
271,1981,3,3,3/3/1981,15:27:00,3,TX,48,0,0,0,1,0,-101.57,33.5,-101.5,33.83,23.3,30,Tornado,#888888
272,1981,3,3,3/3/1981,15:27:00,3,TX,48,0,0,0,1,0,-101.57,33.5,-101.5,33.83,23.3,30,Tornado,#888888
273,1981,3,3,3/3/1981,15:27:00,3,TX,48,0,0,0,1,0,-101.57,33.5,-101.5,33.83,23.3,30,Tornado,#888888
274,1981,3,3,3/3/1981,15:27:00,3,TX,48,0,0,0,1,0,-101.57,33.5,-101.5,33.83,23.3,30,Tornado,#888888
275,1981,3,3,3/3/1981,15:27:00,3,TX,48,0,0,0,1,0,-101.57,33.5,-101.5,33.83,23.3,30,Tornado,#888888
276,1981,3,7,3/7/1981,16:00:00,3,TX,48,1,0,0,0,0,-99.22,33.75,-99.15,33.75,4.1,100,Tornado,#0000FF
277,1981,3,7,3/7/1981,16:00:00,3,TX,48,1,0,0,0,0,-99.22,33.75,-99.15,33.75,4.1,100,Tornado,#0000FF
278,1981,4,21,4/21/1981,14:50:00,3,TX,48,1,1,0,5,0,-98.47,32.83,-98.37,32.9,7.7,100,Tornado,#0000FF
279,1981,4,21,4/21/1981,14:50:00,3,TX,48,1,1,0,5,0,-98.47,32.83,-98.37,32.9,7.7,100,Tornado,#0000FF
280,1981,4,21,4/21/1981,14:50:00,3,TX,48,1,1,0,5,0,-98.47,32.83,-98.37,32.9,7.7,100,Tornado,#0000FF
281,1981,4,23,4/23/1981,11:15:00,3,TX,48,2,2,0,5,0,-94.33,30.03,-94.12,30.08,13.4,50,Tornado,#008000
282,1981,4,23,4/23/1981,11:15:00,3,TX,48,2,2,0,5,0,-94.33,30.03,-94.12,30.08,13.4,50,Tornado,#008000
283,1981,4,23,4/23/1981,11:15:00,3,TX,48,2,2,0,5,0,-94.33,30.03,-94.12,30.08,13.4,50,Tornado,#008000
284,1981,4,23,4/23/1981,11:15:00,3,TX,48,2,2,0,5,0,-94.33,30.03,-94.12,30.08,13.4,50,Tornado,#008000
285,1981,4,23,4/23/1981,11:15:00,3,TX,48,2,2,0,5,0,-94.33,30.03,-94.12,30.08,13.4,50,Tornado,#008000
286,1981,4,23,4/23/1981,11:15:00,3,TX,48,2,2,0,5,0,-94.33,30.03,-94.12,30.08,13.4,50,Tornado,#008000
287,1981,5,3,5/3/1981,18:40:00,3,TX,48,2,10,0,5,0,-95.32,29.43,-95.3,29.53,7.2,73,Tornado,#008000
288,1981,5,3,5/3/1981,18:40:00,3,TX,48,2,10,0,5,0,-95.32,29.43,-95.3,29.53,7.2,73,Tornado,#008000
289,1981,5,3,5/3/1981,18:40:00,3,TX,48,2,10,0,5,0,-95.32,29.43,-95.3,29.53,7.2,73,Tornado,#008000
290,1981,5,7,5/7/1981,16:55:00,3,TX,48,2,0,0,0,0,-101.37,33.67,-101.33,33.75,6.1,40,Tornado,#008000
291,1981,5,7,5/7/1981,16:55:00,3,TX,48,2,0,0,0,0,-101.37,33.67,-101.33,33.75,6.1,40,Tornado,#008000
292,1981,5,7,5/7/1981,17:54:00,3,TX,48,2,0,0,5,0,-101.33,33.68,-101.3,33.7,2.7,150,Tornado,#008000
293,1981,5,8,5/8/1981,20:20:00,3,TX,48,2,0,0,4,0,-96.98,32.57,-96.9,32.55,4.9,73,Tornado,#008000
294,1981,5,8,5/8/1981,20:20:00,3,TX,48,2,0,0,4,0,-96.98,32.57,-96.9,32.55,4.9,73,Tornado,#008000
295,1981,5,9,5/9/1981,11:45:00,3,TX,48,2,0,0,4,0,-97.25,31.97,-97.08,31.97,9.6,100,Tornado,#008000
296,1981,5,9,5/9/1981,11:45:00,3,TX,48,2,0,0,4,0,-97.25,31.97,-97.08,31.97,9.6,100,Tornado,#008000
297,1981,5,9,5/9/1981,11:45:00,3,TX,48,2,0,0,4,0,-97.25,31.97,-97.08,31.97,9.6,100,Tornado,#008000
298,1981,5,9,5/9/1981,11:45:00,3,TX,48,2,0,0,4,0,-97.25,31.97,-97.08,31.97,9.6,100,Tornado,#008000
299,1981,5,9,5/9/1981,11:45:00,3,TX,48,2,0,0,4,0,-97.25,31.97,-97.08,31.97,9.6,100,Tornado,#008000
300,1981,5,9,5/9/1981,12:13:00,3,TX,48,3,0,0,6,0,-97.02,31.97,-96.93,31.93,5.2,73,Tornado,#FFAA00
301,1981,5,9,5/9/1981,12:13:00,3,TX,48,3,0,0,6,0,-97.02,31.97,-96.93,31.93,5.2,73,Tornado,#FFAA00
302,1981,5,9,5/9/1981,14:00:00,3,TX,48,2,0,0,5,0,-96.95,30.75,-96.75,30.48,22.3,60,Tornado,#008000
303,1981,5,9,5/9/1981,14:00:00,3,TX,48,2,0,0,5,0,-96.95,30.75,-96.75,30.48,22.3,60,Tornado,#008000
304,1981,5,9,5/9/1981,14:00:00,3,TX,48,2,0,0,5,0,-96.95,30.75,-96.75,30.48,22.3,60,Tornado,#008000
305,1981,5,9,5/9/1981,14:00:00,3,TX,48,2,0,0,5,0,-96.95,30.75,-96.75,30.48,22.3,60,Tornado,#008000
306,1981,5,9,5/9/1981,14:00:00,3,TX,48,2,0,0,5,0,-96.95,30.75,-96.75,30.48,22.3,60,Tornado,#008000
307,1981,5,9,5/9/1981,14:00:00,3,TX,48,2,0,0,5,0,-96.95,30.75,-96.75,30.48,22.3,60,Tornado,#008000
308,1981,5,9,5/9/1981,14:00:00,3,TX,48,2,0,0,5,0,-96.95,30.75,-96.75,30.48,22.3,60,Tornado,#008000
309,1981,5,9,5/9/1981,14:00:00,3,TX,48,2,0,0,5,0,-96.95,30.75,-96.75,30.48,22.3,60,Tornado,#008000
310,1981,5,9,5/9/1981,14:00:00,3,TX,48,2,0,0,5,0,-96.95,30.75,-96.75,30.48,22.3,60,Tornado,#008000
311,1981,5,9,5/9/1981,14:10:00,3,TX,48,3,0,0,5,0,-95.9,31.95,-95.7,32.05,15,100,Tornado,#FFAA00
312,1981,5,9,5/9/1981,14:10:00,3,TX,48,3,0,0,5,0,-95.9,31.95,-95.7,32.05,15,100,Tornado,#FFAA00
313,1981,5,9,5/9/1981,14:10:00,3,TX,48,3,0,0,5,0,-95.9,31.95,-95.7,32.05,15,100,Tornado,#FFAA00
314,1981,5,9,5/9/1981,14:10:00,3,TX,48,3,0,0,5,0,-95.9,31.95,-95.7,32.05,15,100,Tornado,#FFAA00
315,1981,5,9,5/9/1981,14:10:00,3,TX,48,3,0,0,5,0,-95.9,31.95,-95.7,32.05,15,100,Tornado,#FFAA00
316,1981,5,9,5/9/1981,14:10:00,3,TX,48,3,0,0,5,0,-95.9,31.95,-95.7,32.05,15,100,Tornado,#FFAA00
317,1981,5,9,5/9/1981,14:30:00,3,TX,48,2,0,0,4,0,-95.7,31.87,-95.53,31.88,9.9,73,Tornado,#008000
318,1981,5,9,5/9/1981,14:30:00,3,TX,48,2,0,0,4,0,-95.7,31.87,-95.53,31.88,9.9,73,Tornado,#008000
319,1981,5,9,5/9/1981,14:30:00,3,TX,48,2,0,0,4,0,-95.7,31.87,-95.53,31.88,9.9,73,Tornado,#008000
320,1981,5,9,5/9/1981,14:30:00,3,TX,48,2,0,0,4,0,-95.7,31.87,-95.53,31.88,9.9,73,Tornado,#008000
321,1981,5,9,5/9/1981,14:30:00,3,TX,48,2,0,0,4,0,-95.7,31.87,-95.53,31.88,9.9,73,Tornado,#008000
322,1981,5,9,5/9/1981,14:30:00,3,TX,48,2,0,0,4,0,-95,32.43,-94.87,32.43,7.7,73,Tornado,#008000
323,1981,5,9,5/9/1981,14:30:00,3,TX,48,2,0,0,4,0,-95,32.43,-94.87,32.43,7.7,73,Tornado,#008000
324,1981,5,9,5/9/1981,14:30:00,3,TX,48,2,0,0,4,0,-95,32.43,-94.87,32.43,7.7,73,Tornado,#008000
325,1981,5,9,5/9/1981,16:30:00,3,TX,48,2,2,0,4,0,-95.75,30.45,-95.72,30.38,5.1,40,Tornado,#008000
326,1981,5,9,5/9/1981,16:30:00,3,TX,48,2,2,0,4,0,-95.75,30.45,-95.72,30.38,5.1,40,Tornado,#008000
327,1981,5,9,5/9/1981,16:50:00,3,TX,48,2,0,0,4,0,-95.82,29.5,-95.78,29.47,3.3,40,Tornado,#008000
328,1981,5,13,5/13/1981,18:15:00,3,TX,48,4,30,0,6,0,-95.7,33.77,-95.55,33.78,8.8,400,Tornado,#FF0000
329,1981,5,13,5/13/1981,18:15:00,3,TX,48,4,30,0,6,0,-95.7,33.77,-95.55,33.78,8.8,400,Tornado,#FF0000
330,1981,5,13,5/13/1981,18:15:00,3,TX,48,4,30,0,6,0,-95.7,33.77,-95.55,33.78,8.8,400,Tornado,#FF0000
331,1981,5,13,5/13/1981,18:15:00,3,TX,48,4,30,0,6,0,-95.7,33.77,-95.55,33.78,8.8,400,Tornado,#FF0000
332,1981,5,13,5/13/1981,20:15:00,3,TX,48,2,0,0,5,0,-95.65,32.7,-95.58,32.67,5.4,200,Tornado,#008000
333,1981,5,13,5/13/1981,20:15:00,3,TX,48,2,0,0,5,0,-95.65,32.7,-95.58,32.67,5.4,200,Tornado,#008000
334,1981,5,13,5/13/1981,21:10:00,3,TX,48,2,0,0,4,0,-95.32,32.7,-95.22,32.67,6.5,50,Tornado,#008000
335,1981,5,13,5/13/1981,21:10:00,3,TX,48,2,0,0,4,0,-95.32,32.7,-95.22,32.67,6.5,50,Tornado,#008000
336,1981,5,13,5/13/1981,21:10:00,3,TX,48,2,0,0,4,0,-95.32,32.7,-95.22,32.67,6.5,50,Tornado,#008000
337,1981,5,15,5/15/1981,21:50:00,3,TX,48,2,0,0,0,0,-98.95,31.18,-98.82,31.17,8,150,Tornado,#008000
338,1981,5,15,5/15/1981,21:50:00,3,TX,48,2,0,0,0,0,-98.95,31.18,-98.82,31.17,8,150,Tornado,#008000
339,1981,5,15,5/15/1981,21:50:00,3,TX,48,2,0,0,0,0,-98.95,31.18,-98.82,31.17,8,150,Tornado,#008000
340,1981,5,16,5/16/1981,0:25:00,3,TX,48,1,4,0,0,0,-98.1,30.58,-97.83,30.57,16.9,60,Tornado,#0000FF
341,1981,5,16,5/16/1981,0:25:00,3,TX,48,1,4,0,0,0,-98.1,30.58,-97.83,30.57,16.9,60,Tornado,#0000FF
342,1981,5,16,5/16/1981,0:25:00,3,TX,48,1,4,0,0,0,-98.1,30.58,-97.83,30.57,16.9,60,Tornado,#0000FF
343,1981,5,16,5/16/1981,0:25:00,3,TX,48,1,4,0,0,0,-98.1,30.58,-97.83,30.57,16.9,60,Tornado,#0000FF
344,1981,5,16,5/16/1981,0:25:00,3,TX,48,1,4,0,0,0,-98.1,30.58,-97.83,30.57,16.9,60,Tornado,#0000FF
345,1981,5,16,5/16/1981,0:25:00,3,TX,48,1,4,0,0,0,-98.1,30.58,-97.83,30.57,16.9,60,Tornado,#0000FF
346,1981,5,16,5/16/1981,0:25:00,3,TX,48,1,4,0,0,0,-98.1,30.58,-97.83,30.57,16.9,60,Tornado,#0000FF
347,1981,5,16,5/16/1981,2:10:00,3,TX,48,2,1,0,5,0,-96.8,30.45,-96.65,30.4,9.7,73,Tornado,#008000
348,1981,5,16,5/16/1981,2:10:00,3,TX,48,2,1,0,5,0,-96.8,30.45,-96.65,30.4,9.7,73,Tornado,#008000
349,1981,5,16,5/16/1981,2:10:00,3,TX,48,2,1,0,5,0,-96.8,30.45,-96.65,30.4,9.7,73,Tornado,#008000
350,1981,5,16,5/16/1981,2:10:00,3,TX,48,2,1,0,5,0,-96.8,30.45,-96.65,30.4,9.7,73,Tornado,#008000
351,1981,5,16,5/16/1981,16:00:00,3,TX,48,1,0,0,0,0,-98.38,30.78,-98.33,30.77,3.6,47,Tornado,#0000FF
352,1981,5,17,5/17/1981,17:53:00,3,TX,48,2,0,0,3,0,-97.33,33.27,-97.25,33.27,4.9,123,Tornado,#008000
353,1981,5,17,5/17/1981,17:53:00,3,TX,48,2,0,0,3,0,-97.33,33.27,-97.25,33.27,4.9,123,Tornado,#008000
354,1981,5,18,5/18/1981,17:00:00,3,TX,48,2,0,0,0,0,-94.75,31.72,-94.63,31.7,7.1,150,Tornado,#008000
355,1981,5,18,5/18/1981,17:00:00,3,TX,48,2,0,0,0,0,-94.75,31.72,-94.63,31.7,7.1,150,Tornado,#008000
356,1981,5,18,5/18/1981,17:00:00,3,TX,48,2,0,0,0,0,-94.75,31.72,-94.63,31.7,7.1,150,Tornado,#008000
357,1981,6,1,6/1/1981,17:30:00,3,TX,48,2,0,0,5,0,-100.03,34.82,-99.93,34.82,5.7,50,Tornado,#008000
358,1981,6,1,6/1/1981,17:30:00,3,TX,48,2,0,0,5,0,-100.03,34.82,-99.93,34.82,5.7,50,Tornado,#008000
359,1981,8,31,8/31/1981,18:05:00,3,TX,48,1,2,0,7,0,-94.93,29.22,-94.77,29.33,12.9,83,Tornado,#0000FF
360,1981,8,31,8/31/1981,18:05:00,3,TX,48,1,2,0,7,0,-94.93,29.22,-94.77,29.33,12.9,83,Tornado,#0000FF
361,1981,8,31,8/31/1981,18:05:00,3,TX,48,1,2,0,7,0,-94.93,29.22,-94.77,29.33,12.9,83,Tornado,#0000FF
362,1981,8,31,8/31/1981,18:05:00,3,TX,48,1,2,0,7,0,-94.93,29.22,-94.77,29.33,12.9,83,Tornado,#0000FF
363,1981,8,31,8/31/1981,18:05:00,3,TX,48,1,2,0,7,0,-94.93,29.22,-94.77,29.33,12.9,83,Tornado,#0000FF
364,1981,10,13,10/13/1981,8:00:00,3,TX,48,3,1,0,4,0,-96.15,31.95,-96.13,32.05,7.2,100,Tornado,#FFAA00
365,1981,10,13,10/13/1981,8:00:00,3,TX,48,3,1,0,4,0,-96.15,31.95,-96.13,32.05,7.2,100,Tornado,#FFAA00
366,1981,10,13,10/13/1981,8:00:00,3,TX,48,3,1,0,4,0,-96.15,31.95,-96.13,32.05,7.2,100,Tornado,#FFAA00
367,1981,10,13,10/13/1981,9:00:00,3,TX,48,1,0,0,4,0,-96.17,32.27,-96.1,32.33,6.2,50,Tornado,#0000FF
368,1981,10,13,10/13/1981,9:00:00,3,TX,48,1,0,0,4,0,-96.17,32.27,-96.1,32.33,6.2,50,Tornado,#0000FF
369,1981,10,13,10/13/1981,9:20:00,3,TX,48,1,0,0,3,0,-96.08,32.37,-96.03,32.42,5.7,27,Tornado,#0000FF
370,1981,10,13,10/13/1981,9:20:00,3,TX,48,1,0,0,3,0,-96.08,32.37,-96.03,32.42,5.7,27,Tornado,#0000FF
371,1981,10,13,10/13/1981,12:00:00,3,TX,48,1,0,0,3,0,-97.22,32.25,-97.22,32.33,5.7,50,Tornado,#0000FF
372,1981,10,13,10/13/1981,12:00:00,3,TX,48,1,0,0,3,0,-97.22,32.25,-97.22,32.33,5.7,50,Tornado,#0000FF
373,1981,10,13,10/13/1981,12:00:00,3,TX,48,2,0,0,4,0,-97.33,32.13,-97.32,32.17,2.7,100,Tornado,#008000
374,1981,10,13,10/13/1981,14:15:00,3,TX,48,1,0,0,4,0,-95.9,33.35,-95.85,33.42,5.6,73,Tornado,#0000FF
375,1981,10,13,10/13/1981,14:15:00,3,TX,48,1,0,0,4,0,-95.9,33.35,-95.85,33.42,5.6,73,Tornado,#0000FF
376,1981,10,13,10/13/1981,15:30:00,3,TX,48,2,0,0,4,0,-95.67,33.65,-95.58,33.72,6.6,50,Tornado,#008000
377,1981,10,13,10/13/1981,15:30:00,3,TX,48,2,0,0,4,0,-95.67,33.65,-95.58,33.72,6.6,50,Tornado,#008000
378,1981,10,13,10/13/1981,15:30:00,3,TX,48,2,0,0,4,0,-95.67,33.65,-95.58,33.72,6.6,50,Tornado,#008000
379,1981,10,22,10/22/1981,11:40:00,3,TX,48,1,0,0,5,0,-97.43,28.83,-97.35,28.87,5.7,50,Tornado,#0000FF
380,1981,10,22,10/22/1981,11:40:00,3,TX,48,1,0,0,5,0,-97.43,28.83,-97.35,28.87,5.7,50,Tornado,#0000FF
381,1982,3,14,3/14/1982,1:30:00,3,TX,48,2,0,0,5,0,-99.92,32.07,-99.75,32.12,10,150,Tornado,#008000
